"mm","mdd","dd","hr","Ts_c","VPD","precip","uh","O3_ppb_zR","Rn_MJ","P_kPa","PAR"
10,1,274,21,8.30384,0.046958371,0.211666667,2.4123,30,0,97.945,0
10,1,274,22,8.58844,0.038374589,0.211666667,1.63142,30,0,97.9825,0
10,1,274,23,8.83394,0.048678661,0.211666667,2.23412,30,0,98.058,0
10,1,274,24,8.32533,0.034584369,0.211666667,2.97388,30,0,98.1378,0
10,2,275,1,7.69877,0.024371717,0.118333333,3.05756,30,0,98.219,0
10,2,275,2,7.1719,0.012683864,0.118333333,3.20565,30,0,98.2897,0
10,2,275,3,7.08817,0.007902644,0.118333333,3.18192,30,0,98.3828,0
10,2,275,4,7.04409,0.003855385,0.118333333,3.99143,30,0,98.4602,0
10,2,275,5,7.02476,0.002009009,0.118333333,3.61603,30,0,98.5685,0
10,2,275,6,7.39326,0,0.118333333,3.60957,30,0,98.6747,0
10,2,275,7,7.61228,0,0.118333333,3.25504,30,0,98.7602,71.90778465
10,2,275,8,8.0873,0,0.118333333,2.7541,30,0.14150844,98.8323,135.5375399
10,2,275,9,9.53978,0.078272433,0.118333333,2.979,30,0.27340272,98.89,304.419582
10,2,275,10,10.8178,0.224858691,0.118333333,3.10125,30,0.455148,98.9297,398.2350555
10,2,275,11,11.448,0.2879645,0.118333333,3.45054,30,0.4563288,98.9372,397.9348065
10,2,275,12,11.4676,0.296473909,0.118333333,2.7016,30,0.21290256,98.9298,183.4759944
10,2,275,13,12.2018,0.375975257,0.118333333,2.65144,30,0.27838116,98.9005,247.7033685
10,2,275,14,12.9236,0.511067943,0.118333333,3.34885,30,0.18905796,98.8518,168.3829296
10,2,275,15,12.5051,0.49182337,0.118333333,2.82038,30,0.07548228,98.818,67.1537736
10,2,275,16,11.6518,0.356842279,0.118333333,3.08436,30,0,98.7902,0
10,2,275,17,10.8115,0.277331784,0.118333333,3.3939,30,0,98.7702,0
10,2,275,18,9.81449,0.11595513,0.118333333,3.29886,30,0,98.7493,0
10,2,275,19,9.23044,0.095918215,0.118333333,3.56318,30,0,98.749,0
10,2,275,20,8.6405,0.070291834,0.118333333,3.63805,30,0,98.7178,0
10,2,275,21,8.30384,0.046958371,0.118333333,4.03297,30,0,98.684,0
10,2,275,22,8.58844,0.038374589,0.118333333,3.68007,30,0,98.6288,0
10,2,275,23,8.83394,0.048678661,0.118333333,3.65558,30,0,98.5965,0
10,2,275,24,8.32533,0.034584369,0.118333333,3.68046,30,0,98.603,0
10,3,276,1,7.69877,0.024371717,0.0275,4.33518,30,0,98.6067,0
10,3,276,2,7.1719,0.012683864,0.0275,3.92742,30,0,98.668,0
10,3,276,3,7.08817,0.007902644,0.0275,4.70705,30,0,98.7368,0
10,3,276,4,7.04409,0.003855385,0.0275,3.75716,30,0,98.7987,0
10,3,276,5,7.02476,0.002009009,0.0275,3.57416,30,0,98.8542,0
10,3,276,6,7.39326,0,0.0275,2.55258,30,0,98.9355,0
10,3,276,7,7.61228,0,0.0275,2.86275,30,0,99.031,76.8279609
10,3,276,8,8.0873,0,0.0275,3.15533,30,0.1141668,99.0822,224.833032
10,3,276,9,9.53978,0.078272433,0.0275,3.13671,30,0.15716484,99.1488,210.6699165
10,3,276,10,10.8178,0.224858691,0.0275,2.98806,30,0.24002532,99.1763,279.186327
10,3,276,11,11.448,0.2879645,0.0275,2.43925,30,0.1687392,99.2018,223.2022275
10,3,276,12,11.4676,0.296473909,0.0275,2.48885,30,0.288018,99.1873,321.373368
10,3,276,13,12.2018,0.375975257,0.0275,2.67281,30,0.5217804,99.179,503.686206
10,3,276,14,12.9236,0.511067943,0.0275,1.95973,30,0.3611916,99.15,356.4798795
10,3,276,15,11.9751,0.360579544,0.0275,2.48658,30,0.2909448,99.1707,362.23191
10,3,276,16,12.0077,0.378451402,0.0275,2.37814,30,0.181386,99.1565,280.9487475
10,3,276,17,10.8115,0.277331784,0.0275,2.10337,30,0,99.18,47.0407923
10,3,276,18,9.81449,0.11595513,0.0275,2.41952,30,0,99.2033,0
10,3,276,19,9.23044,0.095918215,0.0275,2.64145,30,0,99.248,0
10,3,276,20,8.6405,0.070291834,0.0275,2.24881,30,0,99.2817,0
10,3,276,21,8.30384,0.046958371,0.0275,2.93524,30,0,99.3155,0
10,3,276,22,8.58844,0.038374589,0.0275,3.28732,30,0,99.3723,0
10,3,276,23,8.83394,0.048678661,0.0275,2.8897,30,0,99.3425,0
10,3,276,24,8.32533,0.034584369,0.0275,2.67516,30,0,99.3587,0
10,4,277,1,7.69877,0.024371717,0,2.62378,30,0,99.3742,0
10,4,277,2,7.1719,0.012683864,0,2.37777,30,0,99.4083,0
10,4,277,3,7.08817,0.007902644,0,2.34907,30,0,99.3912,0
10,4,277,4,7.04409,0.003855385,0,2.50213,30,0,99.4315,0
10,4,277,5,7.02476,0.002009009,0,2.17196,30,0,99.4148,0
10,4,277,6,7.39326,0,0,2.08763,30,0,99.425,0.964089257
10,4,277,7,7.61228,0,0,2.20728,30,0,99.4382,23.3375733
10,4,277,8,8.0873,0,0,2.20431,30,0.016308972,99.4597,191.4879128
10,4,277,9,9.53978,0.078272433,0,2.20066,30,0.3683412,99.5,526.192542
10,4,277,10,10.8178,0.224858691,0,2.98411,30,0.4959504,99.4902,585.4999455
10,4,277,11,11.448,0.2879645,0,3.20294,30,0.5932728,99.4845,620.606457
10,4,277,12,11.4676,0.296473909,0,3.23319,30,0.4883868,99.4853,461.0673
10,4,277,13,12.2018,0.375975257,0,2.41168,30,0.4544928,99.485,416.486493
10,4,277,14,12.9236,0.511067943,0,3.50044,30,0.6761232,99.4882,715.8861585
10,4,277,15,12.5051,0.49182337,0,2.82534,30,0.2717802,99.5147,361.433988
10,4,277,16,11.6518,0.356842279,0,2.52826,30,0.034635636,99.5568,93.25055295
10,4,277,17,11.1374,0.313258149,0,1.97101,30,0,99.6005,10.83767274
10,4,277,18,10.716,0.278795796,0,1.81374,30,0,99.6548,0
10,4,277,19,10.4362,0.248951036,0,1.62346,30,0,99.7198,0
10,4,277,20,10.0813,0.194896697,0,1.73143,30,0,99.773,0
10,4,277,21,9.47688,0.125615371,0,2.02604,30,0,99.8595,0
10,4,277,22,8.86175,0.080462712,0,1.99005,30,0,99.9105,0
10,4,277,23,8.45854,0.057979862,0,1.88919,30,0,99.9728,0
10,4,277,24,8.00363,0.035088483,0,2.36753,30,0,100.055,0
10,5,278,1,7.80115,0.033017895,0.011666667,2.60432,30,0,100.122,0
10,5,278,2,7.39315,0.024553356,0.011666667,2.20083,30,0,100.193,0
10,5,278,3,6.95649,0.00933114,0.011666667,1.98354,30,0,100.242,0
10,5,278,4,6.68694,0.002944252,0.011666667,2.04816,30,0,100.317,0
10,5,278,5,6.43827,0,0.011666667,2.04615,30,0,100.393,0
10,5,278,6,5.48083,0,0.011666667,1.92394,30,0,100.473,0.731377773
10,5,278,7,5.15698,0,0.011666667,1.59969,30,0,100.588,104.9859702
10,5,278,8,5.8098,0,0.011666667,1.61634,30,0,100.678,278.022348
10,5,278,9,6.96872,0,0.011666667,0.914613,30,0.27433476,100.775,246.274101
10,5,278,10,8.60509,0,0.011666667,1.57464,30,0.4840884,100.843,446.1391665
10,5,278,11,9.77761,0,0.011666667,0.661301,30,0.5160312,100.897,466.751466
10,5,278,12,10.9423,0,0.011666667,0.751009,30,0.3722292,100.947,331.845066
10,5,278,13,11.4183,0.207889699,0.011666667,0.9402,30,0.28542888,100.993,256.614183
10,5,278,14,11.9632,0.332976416,0.011666667,0.93044,30,0.28949868,101.047,290.455947
10,5,278,15,11.7304,0.282593351,0.011666667,1.70613,30,0.2196648,101.088,230.648814
10,5,278,16,10.9322,0.158539899,0.011666667,1.88084,30,0.1208628,101.153,166.9203468
10,5,278,17,10.4162,0.118830954,0.011666667,1.79368,30,0,101.218,36.8014788
10,5,278,18,9.73139,0.082507118,0.011666667,1.95876,30,0,101.28,0.06642495
10,5,278,19,8.94734,0.053444611,0.011666667,2.22761,30,0,101.35,0.06642495
10,5,278,20,8.47013,0.035480804,0.011666667,1.90101,30,0,101.4,0.09974025
10,5,278,21,8.39845,0.039170275,0.011666667,2.12198,30,0,101.438,0
10,5,278,22,8.28287,0.040505756,0.011666667,1.84683,30,0,101.463,0
10,5,278,23,8.08542,0.003960842,0.011666667,1.75206,30,0,101.475,0
10,5,278,24,8.27438,0,0.011666667,2.18982,30,0,101.48,0
10,6,279,1,8.3264,0,0.005416667,1.38723,30,0,101.497,0
10,6,279,2,8.32981,0,0.005416667,1.60096,30,0,101.508,0
10,6,279,3,8.30315,0,0.005416667,2.12756,30,0,101.505,0.06642495
10,6,279,4,8.14319,0,0.005416667,1.77716,30,0,101.535,0.698132394
10,6,279,5,7.80196,0.010947245,0.005416667,2.79514,30,0,101.56,0.265954806
10,6,279,6,7.65525,0.027270775,0.005416667,2.40495,30,0,101.585,0.764621096
10,6,279,7,7.68951,0.042053429,0.005416667,3.26473,30,0.005251104,101.618,53.2242765
10,6,279,8,7.80139,0.061092634,0.005416667,3.03241,30,0.05358672,101.658,82.9114992
10,6,279,9,7.91679,0.090761523,0.005416667,2.8876,30,0.21345948,101.708,197.9039871
10,6,279,10,8.76806,0.139164025,0.005416667,3.14224,30,0.4388688,101.723,388.361799
10,6,279,11,9.31374,0.171785829,0.005416667,3.57785,30,0.34424388,101.727,342.8823015
10,6,279,12,9.51747,0.1943941,0.005416667,3.52072,30,0.5548896,101.722,556.1454645
10,6,279,13,9.90976,0.224845042,0.005416667,4.10876,30,0.4763772,101.698,491.717376
10,6,279,14,9.6183,0.220683088,0.005416667,4.06101,30,0.4187196,101.692,463.029201
10,6,279,15,9.51035,0.223248621,0.005416667,3.08106,30,0.2601756,101.677,329.352588
10,6,279,16,9.16953,0.187948474,0.005416667,3.59967,30,0.07124508,101.655,138.9616124
10,6,279,17,8.8906,0.15401395,0.005416667,3.65848,30,0,101.645,44.48106675
10,6,279,18,8.29645,0.116150768,0.005416667,3.66125,30,0,101.632,0
10,6,279,19,7.6526,0.085118689,0.005416667,3.17937,30,0,101.605,0
10,6,279,20,7.55612,0.070841535,0.005416667,3.02099,30,0,101.57,0
10,6,279,21,7.78103,0.086044739,0.005416667,2.85158,30,0,101.53,0
10,6,279,22,7.75246,0.157148084,0.005416667,3.02771,30,0,101.467,0
10,6,279,23,6.42767,0.086440487,0.005416667,3.30969,30,0,101.415,0
10,6,279,24,5.20882,0.044881081,0.005416667,2.90604,30,0,101.34,0
10,7,280,1,4.59067,0.055423346,0,3.06397,30,0,101.277,0
10,7,280,2,4.18268,0.068283694,0,3.3353,30,0,101.2,0
10,7,280,3,4.17307,0.077024972,0,3.57979,30,0,101.113,0
10,7,280,4,4.33709,0.08055776,0,3.1805,30,0,101.032,0
10,7,280,5,4.37071,0.072533706,0,3.45833,30,0,100.957,0
10,7,280,6,4.11284,0.073144714,0,3.1152,30,0,100.907,0.398932209
10,7,280,7,4.25,0.076200544,0,3.14426,30,0,100.865,19.01581799
10,7,280,8,4.35113,0.08397398,0,3.38166,30,0.04721148,100.817,58.17776805
10,7,280,9,4.74283,0.097031139,0,3.40226,30,0.12675852,100.785,129.3540557
10,7,280,10,5.21343,0.128187972,0,3.63367,30,0.24652944,100.765,223.270092
10,7,280,11,5.8132,0.154130048,0,2.96707,30,0.2785248,100.717,261.800676
10,7,280,12,6.70113,0.189434832,0,3.07645,30,0.28304712,100.677,279.585288
10,7,280,13,8.07646,0.302719586,0,3.27631,30,0.34703208,100.638,381.114693
10,7,280,14,8.94448,0.407032259,0,3.1712,30,0.3679128,100.602,383.607171
10,7,280,15,8.953,0.402589197,0,3.65306,30,0.21054564,100.583,295.276383
10,7,280,16,9.90636,0.470560454,0,3.10694,30,0.32730624,100.553,352.1242125
10,7,280,17,8.76698,0.35214633,0,2.92239,30,0,100.565,58.14445275
10,7,280,18,7.31624,0.244757968,0,2.57441,30,0,100.585,0
10,7,280,19,6.24137,0.221424943,0,2.97248,30,0,100.585,0
10,7,280,20,5.35386,0.208788412,0,2.97802,30,0,100.595,0
10,7,280,21,4.62639,0.176184796,0,3.18258,30,0,100.59,0
10,7,280,22,3.73889,0.130364506,0,2.72397,30,0,100.577,0
10,7,280,23,3.48307,0.1034419,0,2.86536,30,0,100.563,0
10,7,280,24,3.58497,0.076793044,0,3.02887,30,0,100.55,0
10,8,281,1,4.66513,0.084139336,0.1125,2.71629,30,0,100.522,0.0333153
10,8,281,2,5.84994,0.069620975,0.1125,2.942,30,0,100.47,0
10,8,281,3,6.4674,0.006283325,0.1125,2.71093,30,0,100.407,0
10,8,281,4,7.14683,0,0.1125,3.06255,30,0,100.357,0
10,8,281,5,7.56559,0,0.1125,3.03751,30,0,100.317,0.09974025
10,8,281,6,7.9817,0,0.1125,3.08124,30,0,100.288,0.731377773
10,8,281,7,8.15699,0,0.1125,3.33534,30,0,100.285,11.90150019
10,8,281,8,8.2156,0.000181988,0.1125,3.60565,30,0.023417856,100.29,40.79088315
10,8,281,9,8.32005,0.002743806,0.1125,2.98069,30,0.20110068,100.273,194.4465993
10,8,281,10,8.58044,0.016011547,0.1125,3.16137,30,0.27465192,100.24,254.9175705
10,8,281,11,8.94869,0.041423443,0.1125,2.84367,30,0.19518408,100.197,179.0212041
10,8,281,12,9.50435,0.058465419,0.1125,2.56088,30,0.15797556,100.182,155.4177254
10,8,281,13,9.69533,0.064642056,0.1125,2.4196,30,0.07034364,100.133,86.767848
10,8,281,14,9.15567,0.032908145,0.1125,2.62297,30,0.1843866,100.078,176.4614786
10,8,281,15,8.9837,0.036737731,0.1125,2.72219,30,0.08521308,100.02,93.48334875
10,8,281,16,8.83324,0.022918217,0.1125,2.52591,30,0.008707284,99.9523,26.32957515
10,8,281,17,8.76629,0.009804796,0.1125,2.31972,30,0,99.9032,9.807098895
10,8,281,18,8.55351,0.006132889,0.1125,2.00752,30,0,99.8578,0
10,8,281,19,8.26037,0,0.1125,2.17554,30,0,99.7755,0
10,8,281,20,8.04514,0,0.1125,2.7481,30,0,99.7093,0
10,8,281,21,8.00577,0,0.1125,2.3015,30,0,99.6362,0
10,8,281,22,8.00931,0,0.1125,2.65013,30,0,99.5503,0
10,8,281,23,7.99322,0.012164435,0.1125,3.11102,30,0,99.5012,0
10,8,281,24,7.42312,0.022539142,0.1125,2.9211,30,0,99.4777,0
10,9,282,1,6.12,0.036018994,0.07875,3.40403,30,0,99.4793,0
10,9,282,2,5.07906,0.062032733,0.07875,3.18019,30,0,99.4617,0
10,9,282,3,4.48745,0.058252441,0.07875,3.25333,30,0,99.4267,0
10,9,282,4,3.82615,0.054932951,0.07875,3.53269,30,0,99.3862,0
10,9,282,5,2.97564,0.044027027,0.07875,2.9014,30,0,99.3423,0
10,9,282,6,2.67739,0.047548516,0.07875,3.25481,30,0,99.3192,0
10,9,282,7,2.64567,0.05532695,0.07875,3.53381,30,0,99.273,75.13237665
10,9,282,8,3.2379,0.086366832,0.07875,2.94927,30,0.09785196,99.2408,286.1681445
10,9,282,9,4.25674,0.132447126,0.07875,3.03893,30,0.30770172,99.205,493.979526
10,9,282,10,5.32152,0.177070552,0.07875,3.56918,30,0.4939812,99.1545,675.992115
10,9,282,11,5.79017,0.207228857,0.07875,3.37173,30,0.35377884,99.1078,418.7136825
10,9,282,12,6.24789,0.246596776,0.07875,3.6724,30,0.30998052,99.0637,312.929379
10,9,282,13,6.78991,0.273788048,0.07875,2.89561,30,0.2421288,99.0038,252.8898615
10,9,282,14,6.07609,0.153986948,0.07875,3.81109,30,0.14388552,98.977,165.5572986
10,9,282,15,5.82614,0.120209508,0.07875,3.52143,30,0.10869084,98.9333,136.4683118
10,9,282,16,5.62563,0.097269329,0.07875,3.12539,30,0.031912524,98.877,98.46994995
10,9,282,17,5.30723,0.09112329,0.07875,3.1063,30,0,98.8687,12.10096013
10,9,282,18,4.24937,0.034785664,0.07875,2.98202,30,0,98.9005,0
10,9,282,19,3.66859,0.025307415,0.07875,3.31364,30,0,98.954,0
10,9,282,20,3.37334,0.017128557,0.07875,3.03786,30,0,98.982,0
10,9,282,21,4.32322,0.011378343,0.07875,5.34303,30,0,99.0265,0.0333153
10,9,282,22,4.51669,0.015331674,0.07875,4.74643,30,0,99.1557,0
10,9,282,23,4.45269,0.022123602,0.07875,4.91722,30,0,99.2707,0
10,9,282,24,4.38341,0.029820101,0.07875,3.84672,30,0,99.3782,0
10,10,283,1,4.42834,0.05353752,0,4.12877,30,0,99.4537,0
10,10,283,2,4.37226,0.061960237,0,3.50286,30,0,99.5357,0
10,10,283,3,4.61639,0.067138319,0,3.55257,30,0,99.5973,0
10,10,283,4,4.87906,0.058718336,0,3.21806,30,0,99.6773,0
10,10,283,5,4.99968,0.044521095,0,3.00233,30,0,99.7463,0
10,10,283,6,4.9691,0.032811675,0,3.41314,30,0,99.8222,0
10,10,283,7,5.17136,0.047266852,0,3.41423,30,0,99.8908,26.0636697
10,10,283,8,5.41911,0.064569648,0,3.48494,30,0.0796896,99.983,92.386206
10,10,283,9,5.71538,0.068820243,0,3.31347,30,0.13825836,100.041,132.146577
10,10,283,10,6.0148,0.075886317,0,2.55044,30,0.11444256,100.132,114.061716
10,10,283,11,6.84657,0.117914169,0,3.16858,30,0.24789456,100.223,227.32551
10,10,283,12,7.29902,0.140403943,0,2.64413,30,0.29652012,100.253,270.5428575
10,10,283,13,7.70547,0.178922164,0,3.19617,30,0.3876228,100.317,353.7529605
10,10,283,14,8.04834,0.217815788,0,2.52379,30,0.21883536,100.355,234.0399825
10,10,283,15,8.03485,0.221023519,0,1.92811,30,0.11746188,100.362,153.2236455
10,10,283,16,7.83562,0.208129072,0,1.97868,30,0,100.413,53.6232375
10,10,283,17,7.53711,0.171845153,0,1.18598,30,0,100.427,9.34169238
10,10,283,18,7.0251,0.1304209,0,1.9481,30,0,100.432,0
10,10,283,19,6.87922,0.129285022,0,1.95345,30,0,100.438,0
10,10,283,20,6.53218,0.133026703,0,1.8538,30,0,100.428,0
10,10,283,21,5.75141,0.100423029,0,2.01104,30,0,100.365,0
10,10,283,22,5.21406,0.090680226,0,2.31308,30,0,100.308,0
10,10,283,23,5.6524,0.119376824,0,2.40313,30,0,100.275,0
10,10,283,24,5.74585,0.108966392,0,2.42823,30,0,100.213,0
10,11,284,1,5.72633,0.094279268,0.167916667,2.50006,30,0,100.11,0
10,11,284,2,5.75908,0.090658709,0.167916667,1.92933,30,0,99.9855,0
10,11,284,3,5.82066,0.097825341,0.167916667,2.06281,30,0,99.8192,0
10,11,284,4,5.78572,0.06516185,0.167916667,2.86403,30,0,99.648,0
10,11,284,5,5.15616,0.026770565,0.167916667,3.13813,30,0,99.4512,0.1661652
10,11,284,6,5.1112,0.008358005,0.167916667,3.77167,30,0,99.2243,0.09974025
10,11,284,7,5.90559,0,0.167916667,3.4674,30,0,99.0143,2.52657477
10,11,284,8,7.37273,0,0.167916667,4.08204,30,0.018132408,98.9283,20.27910537
10,11,284,9,7.94468,0.012124229,0.167916667,5.41329,30,0.12250008,98.9478,184.2406011
10,11,284,10,6.43533,0.086968496,0.167916667,6.20409,30,0.09324108,99.081,93.7492542
10,11,284,11,6.49199,0.132658189,0.167916667,5.76905,30,0.58545,99.2518,526.891752
10,11,284,12,7.76414,0.224199304,0.167916667,5.59462,30,0.7719264,99.3722,778.784211
10,11,284,13,8.67755,0.321605385,0.167916667,4.63811,30,0.6424812,99.4475,727.787124
10,11,284,14,9.8346,0.406351523,0.167916667,4.21277,30,0.485658,99.4883,606.877263
10,11,284,15,10.413,0.475054026,0.167916667,4.666,30,0.25046568,99.5285,388.9273365
10,11,284,16,10.1733,0.46322244,0.167916667,3.08542,30,0.05821596,99.5257,201.228525
10,11,284,17,9.27256,0.386714361,0.167916667,3.33498,30,0,99.5302,20.94401295
10,11,284,18,8.76469,0.405256044,0.167916667,3.5632,30,0,99.5373,0
10,11,284,19,7.52723,0.317949235,0.167916667,2.86751,30,0,99.528,0
10,11,284,20,6.86011,0.266175745,0.167916667,3.04914,30,0,99.4962,0
10,11,284,21,6.08276,0.220575311,0.167916667,3.23765,30,0,99.459,0
10,11,284,22,5.36548,0.176121903,0.167916667,3.62204,30,0,99.4125,0
10,11,284,23,4.95724,0.143322327,0.167916667,3.38648,30,0,99.3725,0
10,11,284,24,4.67272,0.120872321,0.167916667,2.62309,30,0,99.336,0
10,12,285,1,4.24425,0.089968878,0,3.38986,30,0,99.2775,0
10,12,285,2,4.08963,0.076027626,0,3.09478,30,0,99.2383,0
10,12,285,3,3.99335,0.069819657,0,2.86316,30,0,99.1957,0
10,12,285,4,4.11958,0.070990621,0,2.88315,30,0,99.1795,0
10,12,285,5,3.99762,0.064280789,0,2.87265,30,0,99.1752,0
10,12,285,6,4.67407,0.10637774,0,3.18188,30,0,99.1678,0
10,12,285,7,4.65975,0.126587219,0,3.20486,30,0,99.2258,27.4267179
10,12,285,8,4.80854,0.14758102,0,3.29217,30,0.0374112,99.2772,252.723285
10,12,285,9,5.82167,0.214769009,0,3.33771,30,0.2772774,99.3312,462.0317985
10,12,285,10,7.10082,0.302812325,0,3.05057,30,0.4931856,99.4067,629.749656
10,12,285,11,8.12994,0.397684948,0,3.48397,30,0.6341436,99.4785,735.865056
10,12,285,12,9.13313,0.481627722,0,3.63862,30,0.6687792,99.5662,768.9438585
10,12,285,13,10.0139,0.57538611,0,3.8487,30,0.594792,99.6418,724.6962045
10,12,285,14,10.5241,0.615750259,0,3.54241,30,0.3990096,99.6933,546.7719375
10,12,285,15,10.6982,0.615392015,0,3.37166,30,0.24491448,99.7507,375.3297585
10,12,285,16,10.173,0.547560448,0,3.59236,30,0.027299196,99.7933,179.1209444
10,12,285,17,9.18239,0.470200923,0,2.95956,30,0,99.8673,17.05438998
10,12,285,18,8.85155,0.446845879,0,2.6486,30,0,99.914,0
10,12,285,19,8.46758,0.389666955,0,2.56174,30,0,99.9425,0
10,12,285,20,8.02201,0.40459301,0,3.39463,30,0,99.9548,0
10,12,285,21,7.19893,0.365973695,0,3.44685,30,0,99.9813,0
10,12,285,22,6.77345,0.361987922,0,3.20812,30,0,99.9752,0
10,12,285,23,6.55382,0.361296859,0,3.19394,30,0,99.96,0
10,12,285,24,7.56322,0.462152979,0,4.26147,30,0,99.93,0
10,13,286,1,7.31575,0.459713421,0,3.90585,30,0,99.91,0
10,13,286,2,6.9882,0.433991988,0,4.2458,30,0,99.9,0
10,13,286,3,6.81008,0.410213608,0,4.47673,30,0,99.91,0
10,13,286,4,7.32558,0.391778718,0,4.84101,30,0,100,0
10,13,286,5,7.43548,0.326135067,0,4.21188,30,0,100.11,0
10,13,286,6,8.07008,0.324852143,0,4.91795,30,0,100.19,0
10,13,286,7,8.02637,0.326072829,0,3.32159,30,0,100.27,18.5171373
10,13,286,8,7.92942,0.351728389,0,3.45934,30,0,100.35,124.7664155
10,13,286,9,8.20997,0.396571543,0,3.78369,30,0.25307712,100.42,447.3360495
10,13,286,10,9.03149,0.473339749,0,4.01792,30,0.4704192,100.49,612.2961405
10,13,286,11,9.89178,0.557650841,0,4.2979,30,0.614196,100.54,719.1436545
10,13,286,12,10.6293,0.630948143,0,4.05633,30,0.651978,100.57,752.687226
10,13,286,13,11.028,0.680527914,0,4.61974,30,0.55143,100.58,696.038877
10,13,286,14,11.2429,0.693324914,0,4.01258,30,0.4230828,100.58,575.194824
10,13,286,15,11.1,0.674179582,0,3.8729,30,0.25434216,100.57,393.0814665
10,13,286,16,10.5984,0.627920471,0,3.72815,30,0.016408692,100.57,176.5279035
10,13,286,17,9.52773,0.520324628,0,3.39338,30,0,100.57,12.59964081
10,13,286,18,8.16484,0.402866695,0,2.81444,30,0,100.58,0
10,13,286,19,7.55516,0.369567469,0,3.11283,30,0,100.59,0
10,13,286,20,7.28395,0.365950092,0,3.16678,30,0,100.6,0
10,13,286,21,6.23088,0.311195763,0,3.18918,30,0,100.63,0
10,13,286,22,5.8181,0.31700691,0,2.83389,30,0,100.63,0
10,13,286,23,4.80496,0.262737983,0,2.79407,30,0,100.64,0
10,13,286,24,4.13675,0.226787376,0,3.159,30,0,100.65,0
10,14,287,1,3.35428,0.18777112,0,2.66089,30,0,100.68,0
10,14,287,2,3.1056,0.171247265,0,3.24928,30,0,100.71,0
10,14,287,3,2.66551,0.149927961,0,2.87498,30,0,100.71,0
10,14,287,4,2.50946,0.12691311,0,2.65871,30,0,100.72,0
10,14,287,5,2.29291,0.11403149,0,2.56757,30,0,100.74,0
10,14,287,6,2.06918,0.101341121,0,2.86746,30,0,100.78,0
10,14,287,7,2.94121,0.131631371,0,2.69615,30,0,100.82,41.1234192
10,14,287,8,4.2021,0.188347494,0,3.10326,30,0.021908808,100.85,227.658663
10,14,287,9,5.52508,0.249627907,0,3.10081,30,0.25901316,100.91,429.051708
10,14,287,10,7.14023,0.324153494,0,3.13116,30,0.4693032,100.94,594.044703
10,14,287,11,8.86173,0.414191063,0,2.78107,30,0.6100416,100.99,696.3041655
10,14,287,12,10.0368,0.517442263,0,4.71796,30,0.6505092,100.998,729.2492955
10,14,287,13,10.2194,0.541779168,0,3.49529,30,0.50004,101.03,588.1939605
10,14,287,14,10.5447,0.580557257,0,3.7122,30,0.3912012,101.067,433.374471
10,14,287,15,10.3282,0.552839958,0,3.54632,30,0.20167452,101.103,337.697865
10,14,287,16,9.73669,0.506696203,0,2.82021,30,0,101.167,109.4074452
10,14,287,17,9.39859,0.483781388,0,3.18436,30,0,101.228,5.65154991
10,14,287,18,8.9184,0.445976372,0,2.98507,30,0,101.26,0
10,14,287,19,8.03054,0.345786046,0,3.24478,30,0,101.305,0
10,14,287,20,7.67486,0.305912858,0,3.63603,30,0,101.363,0
10,14,287,21,7.32035,0.304505019,0,3.29276,30,0,101.387,0
10,14,287,22,6.87879,0.283590237,0,3.07436,30,0,101.422,0
10,14,287,23,6.64125,0.267899314,0,3.02709,30,0,101.498,0
10,14,287,24,6.37703,0.250409748,0,3.44335,30,0,101.57,0
10,15,288,1,6.2078,0.244173367,0,3.73583,30,0,101.608,0
10,15,288,2,5.6872,0.216588647,0,3.33401,30,0,101.65,0
10,15,288,3,5.81311,0.218183475,0,3.36815,30,0,101.69,0
10,15,288,4,5.39458,0.202352657,0,3.36888,30,0,101.713,0
10,15,288,5,4.54809,0.152946946,0,2.72563,30,0,101.763,0
10,15,288,6,3.6829,0.125075058,0,3.02987,30,0,101.81,0
10,15,288,7,3.06552,0.117818535,0,3.31953,30,0,101.86,27.1606068
10,15,288,8,3.51686,0.153765023,0,3.4095,30,0.0023537736,101.888,218.815713
10,15,288,9,4.47058,0.199785768,0,3.36016,30,0.21439404,101.925,398.434536
10,15,288,10,5.44585,0.230243736,0,3.91157,30,0.33150852,101.948,430.647552
10,15,288,11,5.92121,0.232546689,0,3.58805,30,0.25441524,101.97,286.9989705
10,15,288,12,6.56484,0.269086644,0,4.0285,30,0.4226256,101.968,435.069027
10,15,288,13,6.88312,0.296025779,0,3.80415,30,0.409698,101.988,420.973776
10,15,288,14,7.02236,0.315094273,0,4.33903,30,0.30220308,101.99,309.1063455
10,15,288,15,7.19379,0.32263734,0,4.17705,30,0.27985428,101.995,300.129723
10,15,288,16,6.44656,0.269150597,0,2.92367,30,0.006046992,101.993,156.315182
10,15,288,17,5.56587,0.214617553,0,2.95318,30,0,102.012,7.94541114
10,15,288,18,4.74826,0.168260601,0,2.99347,30,0,102.035,0
10,15,288,19,5.37262,0.247439891,0,3.64214,30,0,102.038,0
10,15,288,20,5.84881,0.249287577,0,3.53821,30,0,102.045,0
10,15,288,21,6.07775,0.240573289,0,2.91886,30,0,102.067,0
10,15,288,22,5.07127,0.125020959,0,3.0424,30,0,102.09,0
10,15,288,23,3.99544,0.064135051,0,2.40972,30,0,102.082,0
10,15,288,24,3.8807,0.057700559,0,2.40997,30,0,102.09,0
