mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,LAI,HD,R,PAR
9,30,274,12,14.47,0.53828,2.6,0.007,99.27,35.355,0.0365,183.3,478.02,983.04813
9,30,274,13,14.98,0.60323,2.57,0.007,99.17,34.287,0.0365,135.73,452.56,930.68964
9,30,274,14,14.72,0.58193,2.55,0.007,99.21,32.675,0.0365,88.17,388.72,799.40268
9,30,274,15,11.16,0.23527,2.54,0,99.35,32.5,0.0365,40.6,106.43,218.873295
9,30,274,16,13.36,0.508,2.4,0,99.29,30.711,0.0365,16.73,60.34,124.08921
9,30,274,17,12.26,0.46176,2.25,0,99.31,31.174,0.0365,-7.13,9.7,19.94805
9,30,274,18,7.58,0.13588,2.09,0,99.44,32.276,0.0365,-31,0,0
9,30,274,19,9.96,0.34065,1.94,0,99.37,33.703,0.0365,-36.44,0,0
9,30,274,20,8.77,0.26586,1.79,0,99.4,34.796,0.0365,-41.87,0,0
9,30,274,21,6.38,0.11571,1.63,0,99.51,35.323,0.0365,-47.31,0,0
9,30,274,22,7.17,0.16941,1.55,0,99.46,35.36,0.0365,-46.99,0,0
9,30,274,23,6.77,0.14079,1.47,0,99.48,34.749,0.0365,-46.68,0,0
10,1,275,0,7.06,0.16022,1.39,0,99.45,33.739,0.0442,-46.36,0,0
10,1,275,1,6.61,0.09927,1.33,0,99.5,32.886,0.0442,-44.77,0,0
10,1,275,2,6.84,0.08561,1.26,0,99.48,32.192,0.0442,-43.19,0,0
10,1,275,3,7,0.06809,1.19,0.007,99.49,31.478,0.0442,-41.6,0,0
10,1,275,4,7.04,0.07237,1.14,0.007,99.46,30.729,0.0442,-38.02,0,0
10,1,275,5,7.02,0.07207,1.08,0.007,99.47,29.89,0.0442,-34.45,0,0
10,1,275,6,9.38,0.24843,1.02,0.003,99.57,28.977,0.0442,-30.87,0,0
10,1,275,7,7.79,0.11573,1.05,0.003,99.51,29.382,0.0442,-15.58,65.69,135.091485
10,1,275,8,8.58,0.16518,1.07,0.003,99.53,29.401,0.0442,-0.29,216.34,444.90321
10,1,275,9,14.15,0.66128,1.05,0,99.67,26.461,0.0442,15,354.53,729.090945
10,1,275,10,10.96,0.41294,1.27,0,99.59,32.237,0.0442,57.4,453.66,932.95179
10,1,275,11,12.55,0.62335,1.46,0,99.63,32.739,0.0442,99.8,512.82,1054.61433
10,1,275,12,15.51,1.00184,1.64,0,99.62,30.151,0.0442,142.2,528.55,1086.963075
10,1,275,13,14.61,0.88902,1.59,0,99.66,30.081,0.0442,125.03,499.58,1027.38627
10,1,275,14,15.06,0.92814,1.54,0,99.64,29.26,0.0442,107.87,427.94,880.05861
10,1,275,15,13.49,0.74815,1.49,0.003,99.62,29.942,0.0442,90.7,318.07,654.110955
10,1,275,16,14.84,0.83733,1.42,0.003,99.62,28.311,0.0442,48.6,176.96,363.91824
10,1,275,17,14.16,0.70913,1.32,0.003,99.62,28.65,0.0442,6.5,23.98,49.31487
10,1,275,18,10.46,0.2984,1.06,0,99.72,26.926,0.0442,-35.6,0,0
10,1,275,19,12.47,0.46235,0.99,0,99.64,25.834,0.0442,-37,0,0
10,1,275,20,11.46,0.34917,0.93,0,99.68,25.009,0.0442,-38.4,0,0
10,1,275,21,9.41,0.15833,0.88,0,99.58,24.059,0.0442,-39.8,0,0
10,1,275,22,10.12,0.19246,0.94,0,99.69,23.707,0.0442,-40.6,0,0
10,1,275,23,9.77,0.13744,1,0,99.64,23.514,0.0442,-41.4,0,0
10,2,276,0,9.65,0.09936,1.07,0.01,99.54,23.334,0.0538,-42.2,0,0
10,2,276,1,9.49,0.07474,1.04,0.01,99.57,22.684,0.0538,-38.23,0,0
10,2,276,2,9.57,0.06989,1.01,0.01,99.56,22.073,0.0538,-34.27,0,0
10,2,276,3,10.3,0.12023,0.98,0,99.43,21.637,0.0538,-30.3,0,0
10,2,276,4,9.88,0.06646,1.11,0,99.52,22.705,0.0538,-29.9,0,0
10,2,276,5,10.09,0.07344,1.22,0,99.48,24.58,0.0538,-29.5,0,0
10,2,276,6,11.62,0.19982,1.32,0,99.38,26.49,0.0538,-29.1,0,0
10,2,276,7,10.74,0.11838,1.45,0,99.42,28.633,0.0538,-11.13,15.61,32.101965
10,2,276,8,11.18,0.1564,1.56,0,99.4,30.193,0.0538,6.83,54.19,111.441735
10,2,276,9,12.24,0.2539,1.63,0.053,99.38,31.114,0.0538,24.8,87.3,179.53245
10,2,276,10,11.83,0.20924,1.69,0.053,99.38,31.697,0.0538,17.8,111.99,230.307435
10,2,276,11,12.03,0.22279,1.75,0.053,99.38,32.22,0.0538,10.8,126.74,260.64081
10,2,276,12,13.22,0.33398,1.82,0.043,99.27,31.669,0.0538,3.8,177.92,365.89248
10,2,276,13,12.58,0.23941,1.84,0.043,99.36,32.63,0.0538,6.87,167.95,345.389175
10,2,276,14,12.9,0.24202,1.85,0.043,99.32,32.808,0.0538,9.93,143.51,295.128315
10,2,276,15,12.37,0.16081,1.87,0.083,99.27,33.42,0.0538,13,225.58,463.90527
10,2,276,16,12.94,0.20911,1.82,0.083,99.27,33.018,0.0538,1.63,123.26,253.48419
10,2,276,17,12.65,0.17459,1.78,0.083,99.27,33.614,0.0538,-9.73,13.75,28.276875
10,2,276,18,11.93,0.09906,1.73,0.043,99.28,33.672,0.0538,-21.1,0,0
10,2,276,19,12.22,0.13101,1.69,0.043,99.27,33.617,0.0538,-22.93,0,0
10,2,276,20,12.08,0.12142,1.65,0.043,99.28,33.518,0.0538,-24.77,0,0
10,2,276,21,11.29,0.0521,1.61,0.03,99.38,33.343,0.0538,-26.6,0,0
10,2,276,22,11.71,0.11077,1.58,0.03,99.3,33.052,0.0538,-25.47,0,0
10,2,276,23,11.49,0.11044,1.56,0.03,99.34,32.646,0.0538,-24.33,0,0
10,3,277,0,11.28,0.11115,1.54,0,99.3,32.244,0.0639,-23.2,0,0
10,3,277,1,11.29,0.10528,1.55,0,99.36,31.902,0.0639,-29.97,0,0
10,3,277,2,11.29,0.09903,1.57,0,99.34,31.666,0.0639,-36.73,0,0
10,3,277,3,11.04,0.07139,1.6,0.003,99.25,31.442,0.0639,-43.5,0,0
10,3,277,4,11.2,0.09171,1.6,0.003,99.29,31.232,0.0639,-42.9,0,0
10,3,277,5,11.12,0.09095,1.6,0.003,99.27,31.106,0.0639,-42.29,0,0
10,3,277,6,11.44,0.12501,1.61,0.033,99.31,31.077,0.0639,-41.69,0,0
10,3,277,7,11.17,0.10389,1.68,0.033,99.26,31.651,0.0639,-28.03,21.01,43.207065
10,3,277,8,11.3,0.11923,1.75,0.033,99.28,32.551,0.0639,-14.36,77.16,158.67954
10,3,277,9,13.37,0.32086,1.82,0.057,99.34,32.112,0.0639,-0.7,260.43,535.574295
10,3,277,10,12.08,0.1804,1.88,0.057,99.32,34.16,0.0639,23.53,335.24,689.42106
10,3,277,11,12.72,0.22818,1.92,0.057,99.33,33.799,0.0639,47.77,379.78,781.01757
10,3,277,12,14.91,0.44356,1.96,0.037,99.29,31.976,0.0639,72,398.47,819.453555
10,3,277,13,13.89,0.29046,2.06,0.037,99.33,33.012,0.0639,65.13,375.76,772.75044
10,3,277,14,14.4,0.30333,2.17,0.037,99.31,33.121,0.0639,58.27,320.13,658.347345
10,3,277,15,13.66,0.18521,2.27,0.03,99.15,34.436,0.0639,51.4,242.16,498.00204
10,3,277,16,14.51,0.27228,2.16,0.03,99.26,34.643,0.0639,25.6,129.64,266.60466
10,3,277,17,14.09,0.22733,2.03,0.03,99.21,36.404,0.0639,-0.21,11.37,23.382405
10,3,277,18,13.42,0.15974,1.88,0.007,99.07,37.002,0.0639,-26.01,0,0
10,3,277,19,13.59,0.15834,1.79,0.007,99.13,37.121,0.0639,-31.47,0,0
10,3,277,20,13.51,0.1335,1.69,0.007,99.11,36.851,0.0639,-36.93,0,0
10,3,277,21,12.8,0.04765,1.59,0.033,99.02,36.088,0.0639,-42.39,0,0
10,3,277,22,13.22,0.10463,1.57,0.033,99.06,35.549,0.0639,-38.53,0,0
10,3,277,23,13.01,0.10005,1.56,0.033,99.04,35.201,0.0639,-34.66,0,0
10,4,278,0,11.17,0,1.56,0.01,98.97,35.039,0.0713,-30.8,0,0
10,4,278,1,12.26,0.09474,1.53,0.01,99.01,34.94,0.0713,-27.5,0,0
10,4,278,2,11.72,0.09541,1.5,0.01,98.99,34.824,0.0713,-24.2,0,0
10,4,278,3,10.51,0.04152,1.48,0.017,98.81,34.544,0.0713,-20.9,0,0
10,4,278,4,10.96,0.09359,1.4,0.017,98.93,33.743,0.0713,-20.33,0,0
10,4,278,5,10.74,0.08908,1.33,0.017,98.88,32.6,0.0713,-19.77,0,0
10,4,278,6,11.94,0.21228,1.25,0.003,98.78,31.328,0.0713,-19.2,0,0
10,4,278,7,10.99,0.10739,1.26,0.003,98.8,30.801,0.0713,-4.33,51.79,106.506135
10,4,278,8,11.47,0.13271,1.26,0.003,98.79,30.486,0.0713,10.53,201.98,415.37187
10,4,278,9,14.59,0.42744,1.24,0.017,98.79,27.725,0.0713,25.4,322.32,662.85108
10,4,278,10,12.82,0.2357,1.35,0.017,98.78,30.804,0.0713,52.07,416.07,855.647955
10,4,278,11,13.71,0.31772,1.45,0.017,98.79,32.506,0.0713,78.73,471.83,970.318395
10,4,278,12,16.07,0.57672,1.54,0.04,98.59,33.165,0.0713,105.4,486.49,1000.466685
10,4,278,13,15.1,0.48616,1.49,0.04,98.75,35.31,0.0713,89.87,458.07,942.020955
10,4,278,14,15.6,0.56652,1.44,0.04,98.68,35.858,0.0713,74.33,389.32,800.63658
10,4,278,15,13.87,0.40172,1.39,0,98.44,38.152,0.0713,58.8,297.11,611.006715
10,4,278,16,15.35,0.56992,1.3,0,98.56,37.314,0.0713,31,156.04,320.89626
10,4,278,17,14.62,0.49562,1.22,0,98.51,39.591,0.0713,3.2,10.31,21.202515
10,4,278,18,11.27,0.17383,1.05,0,98.3,38.113,0.0713,-24.6,0,0
10,4,278,19,13.02,0.37927,1.05,0,98.41,36.466,0.0713,-29.87,0,0
10,4,278,20,12.15,0.33756,1.06,0,98.36,34.427,0.0713,-35.13,0,0
10,4,278,21,10.6,0.24253,1.09,0,98.1,32.246,0.0713,-40.4,0,0
10,4,278,22,11.07,0.27977,1.11,0,98.26,30.818,0.0713,-36.83,0,0
10,4,278,23,10.84,0.25894,1.13,0,98.19,30.162,0.0713,-33.27,0,0
10,5,279,0,10.53,0.23425,1.16,0.033,97.79,29.338,0.0846,-29.7,0,0
10,5,279,1,10.61,0.20166,1.36,0.033,98.03,29.737,0.0846,-33.69,0,0
10,5,279,2,10.58,0.16328,1.55,0.033,97.93,30.504,0.0846,-37.69,0,0
10,5,279,3,11.29,0.19212,1.74,0.26,97.54,30.259,0.0846,-41.68,0,0
10,5,279,4,10.81,0.12356,1.82,0.26,97.73,28.411,0.0846,-36.42,0,0
10,5,279,5,11.06,0.1235,1.9,0.26,97.65,26.805,0.0846,-31.16,0,0
10,5,279,6,10.96,0.0946,1.98,1.933,97.39,27.257,0.0846,-25.9,0,0
10,5,279,7,11.19,0.11104,1.97,1.933,97.51,28.961,0.0846,-24.5,12.24,25.17156
10,5,279,8,11.08,0.099,1.95,1.933,97.46,30.765,0.0846,-23.1,50.59,104.038335
10,5,279,9,11.56,0.14126,1.95,1.713,97.28,33.295,0.0846,-21.7,83.68,172.08792
10,5,279,10,11.17,0.08623,1.78,1.713,97.37,36.351,0.0846,-16.07,108.21,222.533865
10,5,279,11,11.37,0.08556,1.61,1.713,97.33,39.591,0.0846,-10.43,122.81,252.558765
10,5,279,12,12.4,0.16365,1.45,0.807,97.21,41.696,0.0846,-4.8,197.12,405.37728
10,5,279,13,11.85,0.09994,1.43,0.807,97.26,44.625,0.0846,-2.97,185.48,381.43962
10,5,279,14,12.13,0.11587,1.42,0.807,97.24,46.372,0.0846,-1.13,157.27,323.425755
10,5,279,15,11.89,0.0872,1.41,1.23,96.94,47.532,0.0846,0.7,73.41,150.967665
10,5,279,16,12.26,0.11699,1.38,1.23,97.15,47.279,0.0846,-3.83,37.85,77.838525
10,5,279,17,12.09,0.10089,1.36,1.23,97.06,46.288,0.0846,-8.37,1.78,3.66057
10,5,279,18,11.66,0.06077,1.35,0.183,97.05,44.513,0.0846,-12.9,0,0
10,5,279,19,11.8,0.07767,1.07,0.183,96.96,42.177,0.0846,-9.83,0,0
10,5,279,20,11.73,0.07352,0.82,0.183,97,40.016,0.0846,-6.77,0,0
10,5,279,21,10.32,0,0.66,0.05,96.88,37.8,0.0846,-3.7,0,0
10,5,279,22,11.23,0.04603,0.45,0.05,97.01,34.587,0.0846,-2.5,0,0
10,5,279,23,10.78,0.02053,0.26,0.05,96.96,29.805,0.0846,-1.3,0,0
10,6,280,0,7.9,0,0.13,0.007,96.81,20.606,0.0967,-0.1,0,0
10,6,280,1,9.52,0.00753,0.06,0.007,96.86,9.727,0.0967,-0.43,0,0
10,6,280,2,8.71,0,0.09,0.007,96.84,12.285,0.0967,-0.77,0,0
10,6,280,3,7.6,0,0.16,0.347,96.59,16.467,0.0967,-1.1,0,0
10,6,280,4,7.82,0,0.12,0.347,96.76,13,0.0967,-1.23,0,0
10,6,280,5,7.72,0,0.12,0.347,96.69,12.599,0.0967,-1.37,0,0
10,6,280,6,9.79,0.12386,0.17,0,96.58,14.221,0.0967,-1.5,0,0
10,6,280,7,8.33,0,0.61,0,96.59,27.08,0.0967,6.23,43.09,88.614585
10,6,280,8,9.06,0.05575,0.77,0,96.58,27.577,0.0967,13.97,190.47,391.701555
10,6,280,9,11.46,0.28017,0.94,0.03,96.52,27.889,0.0967,21.7,328.24,675.02556
10,6,280,10,10.35,0.2083,1.08,0.03,96.57,30.147,0.0967,29.87,425.75,875.554875
10,6,280,11,10.91,0.28663,1.22,0.03,96.55,33.239,0.0967,38.03,483.6,994.5234
10,6,280,12,11.38,0.36046,1.36,0.047,96.64,35.115,0.0967,46.2,495.24,1018.46106
10,6,280,13,11.42,0.38381,1.42,0.047,96.55,35.605,0.0967,40.77,465.69,957.691485
10,6,280,14,11.4,0.39985,1.49,0.047,96.59,35.245,0.0967,35.33,393.72,809.68518
10,6,280,15,9.35,0.2435,1.55,0.19,96.73,33.867,0.0967,29.9,261.22,537.19893
10,6,280,16,10.7,0.32725,1.54,0.19,96.66,31.743,0.0967,10.9,131.95,271.355175
10,6,280,17,10.02,0.2429,1.5,0.19,96.69,30.35,0.0967,-8.1,3.86,7.93809
10,6,280,18,8.62,0.10804,1.44,0.02,96.98,29.48,0.0967,-27.1,0,0
10,6,280,19,9.08,0.1389,1.47,0.02,96.79,28.675,0.0967,-33.3,0,0
10,6,280,20,8.84,0.11197,1.49,0.02,96.87,28.163,0.0967,-39.51,0,0
10,6,280,21,8.77,0.09744,1.52,0.003,97.06,28.873,0.0967,-45.71,0,0
10,6,280,22,8.66,0.08699,1.65,0.003,97,30.557,0.0967,-51.85,0,0
10,6,280,23,8.71,0.08768,1.79,0.003,97.02,30.241,0.0967,-57.99,0,0
10,7,281,0,8.98,0.10558,1.93,0.01,97.02,27.651,0.11,-64.13,0,0
10,7,281,1,8.84,0.08957,1.89,0.01,97.05,25.576,0.11,-63.41,0,0
10,7,281,2,8.91,0.09012,1.86,0.01,97.04,25.224,0.11,-62.68,0,0
10,7,281,3,9.42,0.12492,1.82,0.033,97.06,25.497,0.11,-61.96,0,0
10,7,281,4,9.12,0.09233,1.82,0.033,97.03,25.851,0.11,-58.74,0,0
10,7,281,5,9.27,0.09453,1.81,0.033,97.04,26.38,0.11,-55.52,0,0
10,7,281,6,10.19,0.15917,1.82,0.017,97.17,27.461,0.11,-52.3,0,0
10,7,281,7,9.67,0.11845,1.76,0.017,97.08,29.279,0.11,-35,39.23,80.676495
10,7,281,8,9.92,0.14099,1.72,0.017,97.12,31.388,0.11,-17.7,189.88,390.48822
10,7,281,9,12.45,0.36805,1.68,0.07,97.22,32.984,0.11,-0.4,316.45,650.779425
10,7,281,10,10.94,0.22873,1.74,0.07,97.18,35.539,0.11,26.7,412.37,848.038905
10,7,281,11,11.69,0.29735,1.79,0.07,97.2,37.089,0.11,53.8,469.07,964.642455
10,7,281,12,12.86,0.41203,1.83,0.01,97.07,37.081,0.11,80.9,375.03,771.249195
10,7,281,13,12.6,0.35756,1.64,0.01,97.19,37.357,0.11,56.9,351.93,723.744045
10,7,281,14,12.74,0.34451,1.47,0.01,97.14,36.665,0.11,32.9,296.63,610.019595
10,7,281,15,11.23,0.17927,1.3,0.026,96.94,36.338,0.11,8.9,268.76,552.70494
10,7,281,16,12.33,0.26446,1.12,0.026,97.04,34.437,0.11,2.5,132.05,271.560825
10,7,281,17,11.79,0.19986,0.92,0.026,97,32.693,0.11,-3.9,1.98,4.07187
10,7,281,18,8.2,0,0.64,0.003,96.9,28.569,0.11,-10.3,0,0
10,7,281,19,10.22,0.09871,0.6,0.003,96.93,25.891,0.11,-12.11,0,0
10,7,281,20,9.21,0.06552,0.55,0.003,96.92,22.985,0.11,-13.92,0,0
10,7,281,21,7.86,0.02438,0.48,0,96.67,19.611,0.11,-15.73,0,0
10,7,281,22,8.11,0.05624,0.26,0,96.85,14.399,0.11,-10.55,0,0
10,7,281,23,7.99,0.09163,0.1,0,96.77,7.861,0.11,-5.38,0,0
10,8,282,0,7.44,0,0.12,0.01,96.71,9.284,0.123,-0.2,0,0
10,8,282,1,7.72,0,0.11,0.01,96.68,7.979,0.123,-0.2,0,0
10,8,282,2,7.58,0.01749,0.1,0.01,96.69,6.859,0.123,-0.21,0,0
10,8,282,3,7.66,0.05492,0.09,0.563,96.85,5.965,0.123,-0.21,0,0
10,8,282,4,7.5,0.06976,0,0.563,96.74,1.474,0.123,-0.34,0,0
10,8,282,5,7.57,0.06852,0.01,0.563,96.79,1.228,0.123,-0.47,0,0
10,8,282,6,9.8,0.22037,0.13,0.013,97.09,12.057,0.123,-0.6,0,0
10,8,282,7,8.35,0.07751,0.4,0.013,96.9,27.961,0.123,4.57,18.31,37.654515
10,8,282,8,9.06,0.10497,0.67,0.013,96.98,30.7,0.123,9.73,97.3,200.09745
10,8,282,9,11.29,0.26445,0.97,0.333,97.28,31.155,0.123,14.9,304.4,625.9986
10,8,282,10,10.28,0.15092,1.27,0.333,97.13,30.196,0.123,19.33,398.4,819.3096
10,8,282,11,10.78,0.16858,1.58,0.333,97.2,28.186,0.123,23.77,453.68,932.99292
10,8,282,12,11.23,0.18468,1.88,0.143,97.32,27.101,0.123,28.2,401.38,825.43797
10,8,282,13,11.27,0.19259,1.8,0.143,97.29,28.858,0.123,28.23,376.34,773.94321
10,8,282,14,11.25,0.19514,1.72,0.143,97.3,30.977,0.123,28.27,316.09,650.039085
10,8,282,15,9.97,0.09035,1.67,0.013,97.25,31.388,0.123,28.3,225.1,462.91815
10,8,282,16,10.82,0.1752,1.52,0.013,97.3,30.791,0.123,10.03,107.55,221.176575
10,8,282,17,10.4,0.15353,1.35,0.013,97.28,30.161,0.123,-8.23,0.62,1.27503
10,8,282,18,10.94,0.22573,1.12,2.273,96.66,29.137,0.123,-26.5,0,0
10,8,282,19,10.35,0.11984,1.06,2.273,97.12,29.497,0.123,-24.04,0,0
10,8,282,20,10.67,0.09946,1.15,2.273,96.92,30.708,0.123,-21.58,0,0
10,8,282,21,11.09,0.08995,1.36,1.797,96.32,31.72,0.123,-19.12,0,0
10,8,282,22,11.02,0.07433,1.3,1.797,96.58,31.088,0.123,-18.18,0,0
10,8,282,23,11.07,0.0757,1.67,1.797,96.47,29.655,0.123,-17.23,0,0
10,9,283,0,9.65,0,2.27,0.353,96.64,26.129,0.136,-16.29,0,0
10,9,283,1,10.58,0.07855,2.44,0.353,96.39,24.941,0.136,-25.39,0,0
10,9,283,2,10.1,0.08291,2.71,0.353,96.5,26.401,0.136,-34.5,0,0
10,9,283,3,8.31,0,3.04,0.04,97.05,27.84,0.136,-43.6,0,0
10,9,283,4,9.17,0.09452,2.88,0.04,96.73,28.676,0.136,-47.2,0,0
10,9,283,5,8.72,0.10024,2.72,0.04,96.87,29.595,0.136,-50.8,0,0
10,9,283,6,8.95,0.1548,2.57,0.003,97.36,30.241,0.136,-54.4,0,0
10,9,283,7,8.49,0.10802,2.35,0.003,97.12,30.504,0.136,-39.03,28.93,59.494545
10,9,283,8,8.71,0.1089,2.14,0.003,97.22,30.195,0.136,-23.67,171.93,353.574045
10,9,283,9,10.11,0.20509,1.95,0.157,97.42,29.451,0.136,-8.3,295.02,606.70863
10,9,283,10,9.33,0.12903,2,0.157,97.37,29.061,0.136,4.2,387.55,796.996575
10,9,283,11,9.72,0.14852,2.05,0.157,97.39,29.177,0.136,16.7,442.05,909.075825
10,9,283,12,10.73,0.22249,2.09,0.223,97.43,29.66,0.136,29.2,408.68,840.45042
10,9,283,13,10.32,0.17181,2.14,0.223,97.42,29.908,0.136,19.97,382.64,786.89916
10,9,283,14,10.52,0.17437,2.19,0.223,97.43,29.553,0.136,10.73,320.33,658.758645
10,9,283,15,9.32,0.05739,2.25,0.03,97.65,28.654,0.136,1.5,257.6,529.7544
10,9,283,16,10.24,0.1653,2.14,0.03,97.48,27.665,0.136,-17.59,119.59,245.936835
10,9,283,17,9.77,0.15756,2.05,0.03,97.55,27.177,0.136,-36.68,0.15,0.308475
10,9,283,18,7.98,0.04791,1.98,0,98.01,26.759,0.136,-55.77,0,0
10,9,283,19,8.84,0.13023,1.83,0,97.73,26.16,0.136,-52.69,0,0
10,9,283,20,8.39,0.11046,1.68,0,97.85,25.25,0.136,-49.6,0,0
10,9,283,21,7.49,0.05904,1.52,0.007,98.1,24.334,0.136,-46.52,0,0
10,9,283,22,7.81,0.08829,1.44,0.007,98.03,23.782,0.136,-44.42,0,0
10,9,283,23,7.65,0.08212,1.36,0.007,98.06,23.52,0.136,-42.32,0,0
10,10,284,0,7.59,0.08489,1.28,0.017,98.03,23.412,0.148,-40.22,0,0
10,10,284,1,7.53,0.07124,1.18,0.017,98.08,23.279,0.148,-36.22,0,0
10,10,284,2,7.56,0.06635,1.08,0.017,98.06,23.003,0.148,-32.22,0,0
10,10,284,3,6.94,0.01764,0.97,0,97.99,22.476,0.148,-28.22,0,0
10,10,284,4,7.38,0.06961,0.94,0,98.02,21.991,0.148,-27.55,0,0
10,10,284,5,7.16,0.07545,0.93,0,98.01,21.372,0.148,-26.87,0,0
10,10,284,6,7.22,0.09999,0.95,0.003,98.06,20.717,0.148,-26.2,0,0
10,10,284,7,7.03,0.1086,1.01,0.003,98.01,22.321,0.148,-14.87,25.36,52.15284
10,10,284,8,7.12,0.14092,1.06,0.003,98.03,24.441,0.148,-3.53,172.89,355.548285
10,10,284,9,9.54,0.35222,1.08,0,97.99,26.243,0.148,7.8,303.92,625.01148
10,10,284,10,8,0.25501,1.12,0,98.04,28.098,0.148,47,400.99,824.635935
10,10,284,11,8.77,0.33718,1.16,0,98.02,28.925,0.148,86.2,458.21,942.308865
10,10,284,12,10.09,0.46991,1.24,0.003,97.75,29.423,0.148,125.4,471.37,969.372405
10,10,284,13,9.75,0.42447,1.12,0.003,97.94,29.634,0.148,106.17,440.4,905.6826
10,10,284,14,9.93,0.42503,1.09,0.003,97.86,30.137,0.148,86.93,367.45,755.660925
10,10,284,15,8.29,0.28272,1.16,0.15,97.7,31.012,0.148,67.7,230.49,474.002685
10,10,284,16,9.49,0.34355,1.22,0.15,97.74,31.995,0.148,40.57,103.45,212.744925
10,10,284,17,8.89,0.26463,1.27,0.15,97.72,32.699,0.148,13.43,0.01,0.020565
10,10,284,18,7.64,0.14014,1.27,0.13,97.85,32.344,0.148,-13.7,0,0
10,10,284,19,8.06,0.16295,1.38,0.13,97.73,32.475,0.148,-15.52,0,0
10,10,284,20,7.84,0.13696,1.49,0.13,97.78,32.655,0.148,-17.33,0,0
10,10,284,21,6.41,0.024,1.6,0.04,98.07,33.285,0.148,-19.15,0,0
10,10,284,22,7.21,0.12016,1.62,0.04,97.9,34.016,0.148,-23.82,0,0
10,10,284,23,6.8,0.13098,1.64,0.04,97.97,34.381,0.148,-28.48,0,0
10,11,285,0,4.96,0.0474,1.68,0.007,98.54,34.022,0.164,-33.15,0,0
10,11,285,1,5.88,0.15477,1.6,0.007,98.17,33.122,0.164,-31.67,0,0
10,11,285,2,5.4,0.16908,1.53,0.007,98.33,32.628,0.164,-30.19,0,0
10,11,285,3,3.81,0.11771,1.48,0,98.74,32.79,0.164,-28.71,0,0
10,11,285,4,4.56,0.17703,1.43,0,98.58,33.145,0.164,-30.41,0,0
10,11,285,5,4.18,0.16899,1.39,0,98.65,33.079,0.164,-32.1,0,0
10,11,285,6,5.29,0.2489,1.35,0,98.98,32.349,0.164,-33.8,0,0
10,11,285,7,4.28,0.17197,1.4,0,98.79,32.846,0.164,-13.17,20.7,42.56955
10,11,285,8,4.78,0.1845,1.45,0,98.87,33.187,0.164,7.47,164.92,339.15798
10,11,285,9,7.77,0.3654,1.47,0,99.09,33.294,0.164,28.1,294.8,606.2562
10,11,285,10,6.11,0.26522,1.52,0,99,33.994,0.164,69.3,391.28,804.66732
10,11,285,11,6.93,0.33526,1.56,0,99.04,34.671,0.164,110.5,447.88,921.06522
10,11,285,12,8.45,0.45932,1.59,0,99.16,35.463,0.164,151.7,458.89,943.707285
10,11,285,13,7.99,0.42586,1.61,0,99.11,36.163,0.164,122.83,428.41,881.025165
10,11,285,14,8.22,0.44291,1.63,0,99.13,36.968,0.164,93.97,355.8,731.7027
10,11,285,15,7.17,0.36749,1.65,0,99.13,37.393,0.164,65.1,148.61,305.616465
10,11,285,16,8.03,0.40706,1.58,0,99.15,36.658,0.164,35.1,64.05,131.718825
10,11,285,17,7.6,0.35421,1.49,0,99.14,34.852,0.164,5.1,0,0
10,11,285,18,6.35,0.2475,1.35,0.003,99.12,32.266,0.164,-24.9,0,0
10,11,285,19,6.9,0.25275,1.41,0.003,99.13,31.217,0.164,-32.43,0,0
10,11,285,20,6.62,0.20253,1.5,0.003,99.12,31.462,0.164,-39.97,0,0
10,11,285,21,6.86,0.18796,1.62,0.053,98.96,32.522,0.164,-47.5,0,0
10,11,285,22,6.53,0.13085,1.63,0.053,99.08,33.248,0.164,-47.63,0,0
10,11,285,23,6.7,0.10882,1.65,0.053,99.03,32.467,0.164,-47.77,0,0
10,12,286,0,7.24,0.11109,1.67,0.033,99.11,30.549,0.174,-47.9,0,0
10,12,286,1,6.97,0.13234,1.63,0.033,98.99,30.498,0.174,-42.7,0,0
10,12,286,2,7.1,0.18083,1.74,0.033,99.04,29.743,0.174,-37.5,0,0
10,12,286,3,5.92,0.14094,1.99,0.017,99.41,27.756,0.174,-32.3,0,0
10,12,286,4,6.77,0.22755,1.92,0.017,99.18,27.536,0.174,-31.6,0,0
10,12,286,5,6.33,0.22525,1.86,0.017,99.28,27.471,0.174,-30.9,0,0
10,12,286,6,6.27,0.24641,1.81,0.017,99.67,26.909,0.174,-30.2,0,0
10,12,286,7,6.01,0.23142,1.77,0.017,99.47,26.89,0.174,-14.6,16.65,34.240725
10,12,286,8,6.13,0.23907,1.74,0.017,99.55,27.344,0.174,1,158.9,326.77785
10,12,286,9,8.06,0.37222,1.7,0.053,99.89,28.022,0.174,16.6,279.24,574.25706
10,12,286,10,6.85,0.29804,1.72,0.053,99.72,29.733,0.174,52.37,372.76,766.58094
10,12,286,11,7.44,0.35051,1.73,0.053,99.79,31.104,0.174,88.13,427.4,878.9481
10,12,286,12,9,0.47713,1.73,0.017,99.96,31.907,0.174,123.9,447.03,919.317195
10,12,286,13,8.37,0.42518,1.65,0.017,99.91,31.953,0.174,107.4,416.68,856.90242
10,12,286,14,8.68,0.44502,1.57,0.017,99.93,31.568,0.174,90.9,344.65,708.772725
10,12,286,15,7.18,0.33008,1.49,0.013,100.06,30.802,0.174,74.4,190.81,392.400765
